code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
000968,煤 气 化,000968.sz,2014-12-29,中度控盘,8.6,0,0,0,0,0,0,0,0,-1
000969,安泰科技,000969.sz,2015-01-16,微弱控盘,9.66,0,0,0,0,0,0,0,0,-1
000970,中科三环,000970.sz,2015-04-09,强烈控盘,18.61,19.90,19.82,377883,76836,20.80,19.58,20.57,2,0.105
000971,蓝鼎控股,000971.sz,2015-04-09,微弱控盘,9.94,11.32,12.45,1161,144,12.45,12.45,12.45,2,0.253
000972,新中基,000972.sz,2015-04-09,强烈控盘,6.87,8.18,8.12,280606,23130,8.43,8.05,8.29,2,0.207
000973,佛塑科技,000973.sz,2015-04-09,强烈控盘,8.22,9.10,9.10,412168,38421,9.47,9.00,9.34,2,0.136
000975,银泰资源,000975.sz,2015-04-09,高度控盘,16.8,17.37,17.38,170180,30098,17.85,17.38,17.65,2,0.051
000976,*ST春晖,000976.sz,2015-04-09,强烈控盘,7.62,8.66,8.64,202322,17513,8.73,8.54,8.67,2,0.138
000978,桂林旅游,000978.sz,2015-01-09,中度控盘,8.94,0,0,0,0,0,0,0,0,-1
000979,中弘股份,000979.sz,2015-04-09,强烈控盘,6.29,7.74,7.72,987704,78202,8.18,7.54,8.00,2,0.272
000980,金马股份,000980.sz,2015-04-09,强烈控盘,7.21,7.61,7.57,192071,14865,7.84,7.52,7.80,2,0.082
000981,银亿股份,000981.sz,2015-04-09,强烈控盘,11.09,17.40,17.00,156236,27913,18.85,16.80,18.28,2,0.648
000983,西山煤电,000983.sz,2015-04-09,强烈控盘,8.06,8.63,8.58,867445,76210,8.90,8.55,8.88,2,0.102
000985,大庆华科,000985.sz,2015-04-09,强烈控盘,17.38,24.02,23.50,66650,15948,24.40,22.92,24.08,2,0.386
000987,广州友谊,000987.sz,2015-04-09,强烈控盘,23.53,29.99,29.90,206944,63637,32.99,29.18,32.99,2,0.402
000988,华工科技,000988.sz,2015-04-09,强烈控盘,14.56,16.29,16.29,245388,40507,16.74,16.10,16.57,2,0.138
000989,九 芝 堂,000989.sz,2015-01-20,强烈控盘,17.88,0,0,0,0,0,0,0,0,-1
000990,诚志股份,000990.sz,2015-02-27,强烈控盘,15.2,0,0,0,0,0,0,0,0,-1
000993,闽东电力,000993.sz,2015-04-09,强烈控盘,9.51,10.50,10.43,102997,10887,10.71,10.30,10.66,2,0.121
000995,皇台酒业,000995.sz,2014-12-12,微弱控盘,13.03,0,0,0,0,0,0,0,0,-1
000996,中国中期,000996.sz,2014-12-05,强烈控盘,24.72,0,0,0,0,0,0,0,0,-1
000997,新 大 陆,000997.sz,2015-04-09,强烈控盘,37.06,37.65,37.35,167500,63297,38.32,37.00,38.02,2,0.026
000998,隆平高科,000998.sz,2015-04-09,高度控盘,21.88,22.98,21.60,969034,215620,22.90,21.51,22.61,2,0.033
000999,华润三九,000999.sz,2015-04-09,强烈控盘,23.85,27.20,27.11,240588,68247,29.91,26.91,29.51,2,0.237
001696,宗申动力,001696.sz,2015-04-09,强烈控盘,14.62,16.44,16.40,450382,75833,17.28,16.01,17.00,2,0.163
001896,豫能控股,001896.sz,2015-04-09,强烈控盘,9.87,15.43,15.43,28723,4496,15.90,15.25,15.86,2,0.607
002001,新 和 成,002001.sz,2015-04-09,强烈控盘,16.25,17.87,17.89,362419,66278,18.57,17.72,18.48,2,0.137
002002,鸿达兴业,002002.sz,2015-04-09,强烈控盘,13.51,20.90,20.90,110497,23143,21.68,20.30,21.40,2,0.584
002003,伟星股份,002003.sz,2015-04-09,强烈控盘,12.04,14.85,14.72,96172,14517,15.27,14.55,15.22,2,0.264
002004,华邦颖泰,002004.sz,2015-04-08,强烈控盘,29.07,0,0,0,0,0,0,0,0,-1
002005,德豪润达,002005.sz,2015-04-09,强烈控盘,9.63,10.06,10.02,638722,65555,10.50,9.90,10.33,2,0.073
002007,华兰生物,002007.sz,2015-04-09,强烈控盘,36.67,41.50,41.20,140997,60253,43.43,40.95,43.21,2,0.178
002008,大族激光,002008.sz,2015-04-09,强烈控盘,20.9,22.65,22.65,520105,120477,23.55,22.60,23.50,2,0.124
002009,天奇股份,002009.sz,2015-04-09,强烈控盘,24.6,26.99,26.95,113935,31208,27.94,26.30,27.55,2,0.12
002010,传化股份,002010.sz,2014-12-31,微弱控盘,9.58,0,0,0,0,0,0,0,0,-1
002011,盾安环境,002011.sz,2015-03-26,强烈控盘,11.48,0,0,0,0,0,0,0,0,-1
002012,凯恩股份,002012.sz,2015-04-09,强烈控盘,8.41,10.10,10.00,205146,20856,10.30,9.84,10.25,2,0.219
002013,中航机电,002013.sz,2015-04-09,强烈控盘,27.33,30.12,30.05,129666,40310,31.50,30.00,31.15,2,0.14
002014,永新股份,002014.sz,2015-04-09,强烈控盘,10.62,12.93,12.92,72080,9518,13.37,12.81,13.30,2,0.252
002016,世荣兆业,002016.sz,2015-04-09,强烈控盘,10.84,13.81,13.66,209186,28698,13.98,13.31,13.77,2,0.27
002017,东信和平,002017.sz,2015-04-09,强烈控盘,19.21,22.24,21.90,124585,28235,23.10,21.65,22.90,2,0.192
002018,华信国际,002018.sz,2015-04-09,强烈控盘,14.12,16.70,16.73,149077,25016,17.00,16.60,16.70,2,0.183
002019,亿帆鑫富,002019.sz,2015-04-09,强烈控盘,29.76,32.54,32.00,141032,46851,34.20,31.95,34.00,2,0.142
002020,京新药业,002020.sz,2015-04-09,强烈控盘,21.44,25.20,25.00,75450,19438,26.15,25.00,26.02,2,0.214
002022,科华生物,002022.sz,2015-04-09,强烈控盘,28.5,31.90,31.83,140893,46191,33.68,31.41,33.66,2,0.181
002023,海特高新,002023.sz,2015-04-09,强烈控盘,31.77,37.33,37.35,160176,60050,38.12,36.41,37.78,2,0.189
002024,苏宁云商,002024.sz,2015-04-09,强烈控盘,12.12,12.72,12.65,1884131,242356,13.00,12.53,12.85,2,0.06
002025,航天电器,002025.sz,2015-04-09,强烈控盘,22.86,24.80,24.80,91844,23293,25.65,24.66,25.56,2,0.118
002026,山东威达,002026.sz,2015-04-09,强烈控盘,12.5,14.45,14.25,178991,26525,15.35,14.10,14.95,2,0.196
002027,七喜控股,002027.sz,2015-04-09,强烈控盘,12.27,11.88,11.80,89682,10833,12.29,11.66,12.27,2,0
002028,思源电气,002028.sz,2015-04-09,强烈控盘,16.36,17.80,17.76,264445,48111,18.56,17.58,18.39,2,0.124
002029,七 匹 狼,002029.sz,2015-04-09,强烈控盘,12.43,14.18,14.16,227531,32868,14.70,13.86,14.51,2,0.167
002030,达安基因,002030.sz,2015-04-09,强烈控盘,37.32,45.77,45.17,305353,148761,50.35,45.17,50.35,2,0.349
002031,巨轮股份,002031.sz,2015-04-09,强烈控盘,16.88,20.40,20.20,222547,45372,20.67,19.97,20.30,2,0.203
002032,苏 泊 尔,002032.sz,2015-04-09,强烈控盘,16.45,21.66,21.55,43031,9526,22.90,21.30,22.70,2,0.38
002033,丽江旅游,002033.sz,2015-04-09,强烈控盘,17.25,19.20,19.08,103530,20364,19.95,18.97,19.85,2,0.151
002034,美 欣 达,002034.sz,2015-04-09,强烈控盘,25.28,35.29,35.10,47751,16584,35.63,34.02,34.75,2,0.375
002035,华帝股份,002035.sz,2015-04-08,强烈控盘,14.22,0,0,0,0,0,0,0,0,-1
002036,汉麻产业,002036.sz,2015-01-19,微弱控盘,8.76,0,0,0,0,0,0,0,0,-1
002037,久联发展,002037.sz,2015-02-02,强烈控盘,16.06,0,0,0,0,0,0,0,0,-1
002038,双鹭药业,002038.sz,2015-04-09,强烈控盘,46.51,53.64,53.47,86560,47501,56.49,52.95,56.00,2,0.204
002039,黔源电力,002039.sz,2015-04-09,强烈控盘,14.52,16.30,16.23,63963,10547,16.64,16.11,16.56,2,0.14
002040,南 京 港,002040.sz,2015-04-09,强烈控盘,15.04,16.88,16.61,79604,13437,17.10,16.50,17.04,2,0.133
002041,登海种业,002041.sz,2015-04-09,强烈控盘,35.76,43.68,43.88,60408,27126,45.35,43.70,45.07,2,0.26
002042,华孚色纺,002042.sz,2015-04-09,强烈控盘,6.26,8.08,8.10,134808,10979,8.28,7.92,8.20,2,0.31
002043,兔 宝 宝,002043.sz,2015-04-09,强烈控盘,8.12,8.94,8.90,175408,15852,9.18,8.78,9.06,2,0.116
002044,江苏三友,002044.sz,2015-04-09,强烈控盘,9.51,26.04,28.64,10834,3102,28.64,28.64,28.64,2,2.012
002045,国光电器,002045.sz,2015-04-09,强烈控盘,8.71,9.66,9.66,137997,13554,9.95,9.48,9.87,2,0.133
002046,轴研科技,002046.sz,2015-04-09,强烈控盘,11.94,13.23,13.25,192823,26052,13.85,13.03,13.80,2,0.156
002047,宝鹰股份,002047.sz,2015-03-25,强烈控盘,8.78,0,0,0,0,0,0,0,0,-1
002048,宁波华翔,002048.sz,2015-04-09,强烈控盘,17.24,19.62,19.49,241363,47883,20.13,19.21,19.84,2,0.151
002049,同方国芯,002049.sz,2015-03-25,强烈控盘,35.65,0,0,0,0,0,0,0,0,-1
002050,三花股份,002050.sz,2015-04-09,强烈控盘,15.8,23.68,23.46,417841,103597,26.05,23.01,26.03,2,0.647
002051,中工国际,002051.sz,2015-04-09,强烈控盘,28.81,32.21,32.24,146407,47534,32.73,32.24,32.53,2,0.129
002052,同洲电子,002052.sz,2015-04-09,强烈控盘,12.64,12.70,12.47,329680,42484,13.16,12.47,12.94,2,0.024
002053,云南盐化,002053.sz,2015-04-09,强烈控盘,19.15,22.33,22.18,36722,8231,22.95,21.50,22.70,2,0.185
002054,德美化工,002054.sz,2015-04-09,强烈控盘,10.45,12.20,12.19,84710,10698,12.99,11.92,12.88,2,0.233
002055,得润电子,002055.sz,2015-04-09,强烈控盘,25.91,32.58,32.31,142136,47548,34.09,32.11,33.40,2,0.289
002056,横店东磁,002056.sz,2015-04-09,强烈控盘,25.55,28.34,28.28,101354,29179,29.14,28.20,28.97,2,0.134
002057,中钢天源,002057.sz,2015-02-17,中度控盘,13.16,0,0,0,0,0,0,0,0,-1
002058,威 尔 泰,002058.sz,2015-04-09,强烈控盘,14.51,17.30,17.22,43214,7499,17.62,16.90,17.44,2,0.202
002059,云南旅游,002059.sz,2015-04-09,强烈控盘,14.04,21.71,21.80,55909,12242,22.50,21.20,22.05,2,0.571
002060,粤 水 电,002060.sz,2015-04-09,强烈控盘,8.13,8.73,8.78,200652,17752,8.96,8.68,8.89,2,0.093
002061,江山化工,002061.sz,2015-04-09,强烈控盘,8.73,11.28,11.11,229522,27088,11.99,11.11,11.94,2,0.368
002062,宏润建设,002062.sz,2015-04-09,强烈控盘,6.13,7.58,7.55,265225,21454,8.33,7.53,8.25,2,0.346
002063,远光软件,002063.sz,2015-04-09,强烈控盘,35.31,44.50,43.90,237038,106536,46.24,43.00,44.50,2,0.26
002064,华峰氨纶,002064.sz,2015-04-09,强烈控盘,13.31,17.27,17.20,758444,136495,19.00,16.50,18.10,2,0.36
002065,东华软件,002065.sz,2015-04-09,强烈控盘,28.26,30.65,30.65,535140,170217,32.70,30.22,32.13,2,0.137
002066,瑞泰科技,002066.sz,2015-04-09,强烈控盘,14.37,16.22,15.90,246103,40339,16.90,15.71,16.38,2,0.14
002067,景兴纸业,002067.sz,2015-04-09,强烈控盘,4.81,5.16,5.16,640214,33859,5.48,5.11,5.41,2,0.125
002068,黑猫股份,002068.sz,2015-04-09,强烈控盘,8.98,9.67,9.67,250213,24470,9.90,9.54,9.77,2,0.088
002069,獐 子 岛,002069.sz,2015-04-09,强烈控盘,13.72,14.95,14.88,134471,20323,15.30,14.83,15.16,2,0.105
002071,长城影视,002071.sz,2015-04-09,强烈控盘,23.99,23.72,23.65,89553,21512,24.40,23.34,24.13,2,0.006
002073,软控股份,002073.sz,2015-04-09,强烈控盘,18.01,18.72,18.72,274056,52317,19.46,18.50,19.15,2,0.063
002074,东源电器,002074.sz,2015-04-09,强烈控盘,26.89,29.00,28.99,128179,37935,30.09,28.61,29.43,2,0.094
002075,沙钢股份,002075.sz,2015-04-09,强烈控盘,8.79,16.20,16.20,263615,44285,17.49,15.93,17.12,2,0.948
002076,雪 莱 特,002076.sz,2015-04-03,强烈控盘,15.11,0,0,0,0,0,0,0,0,-1
002077,大港股份,002077.sz,2015-04-09,强烈控盘,11.38,14.42,14.20,79922,11657,14.99,14.12,14.72,2,0.293
002078,太阳纸业,002078.sz,2015-04-09,强烈控盘,4.81,5.65,5.62,1058351,63557,6.22,5.62,6.22,2,0.293
002079,苏州固锝,002079.sz,2015-04-09,强烈控盘,9.96,10.79,10.79,429564,46344,10.91,10.65,10.85,2,0.089
002080,中材科技,002080.sz,2015-04-09,强烈控盘,15.73,21.87,22.00,130774,30495,24.06,21.88,24.06,2,0.53
002081,金 螳 螂,002081.sz,2015-04-09,强烈控盘,22.51,33.23,33.16,247968,83871,34.39,32.60,34.30,2,0.524
002082,栋梁新材,002082.sz,2015-04-09,强烈控盘,11.59,12.89,12.72,157517,20952,14.03,12.60,13.75,2,0.186
002083,孚日股份,002083.sz,2015-04-09,强烈控盘,6.18,7.16,7.12,260218,18916,7.36,7.07,7.29,2,0.18
002084,海鸥卫浴,002084.sz,2015-04-09,强烈控盘,14.35,14.63,14.50,121452,17907,15.05,14.23,14.77,2,0.029
002085,万丰奥威,002085.sz,2015-04-09,强烈控盘,28.95,45.40,45.32,40930,19643,49.94,45.32,49.71,2,0.717
002086,东方海洋,002086.sz,2015-04-09,强烈控盘,15.16,17.53,17.40,185513,34236,19.25,17.25,18.60,2,0.227
002087,新野纺织,002087.sz,2015-04-09,强烈控盘,5.87,7.73,7.67,265792,20375,7.95,7.31,7.76,2,0.322
002088,鲁阳股份,002088.sz,2015-04-09,强烈控盘,13.43,16.33,16.17,61194,10060,16.84,16.11,16.50,2,0.229
002089,新 海 宜,002089.sz,2015-03-17,强烈控盘,14.64,0,0,0,0,0,0,0,0,-1
002090,金智科技,002090.sz,2015-04-09,强烈控盘,23.93,27.80,27.55,72609,20352,28.60,27.24,28.29,2,0.182
002091,江苏国泰,002091.sz,2015-04-09,强烈控盘,18.73,20.63,20.60,136769,28750,21.45,20.43,21.29,2,0.137
002092,中泰化学,002092.sz,2015-04-09,强烈控盘,9.28,10.11,10.10,455667,47243,10.52,10.06,10.46,2,0.127
002093,国脉科技,002093.sz,2015-04-09,强烈控盘,12.12,13.75,13.65,420715,58681,14.20,13.49,13.90,2,0.147
002094,青岛金王,002094.sz,2015-04-09,强烈控盘,17.24,20.48,20.07,90081,18640,21.31,20.00,20.64,2,0.197
002095,生 意 宝,002095.sz,2015-04-09,中度控盘,79.89,82.49,81.01,68842,56613,83.79,79.99,81.92,2,0.025
002096,南岭民爆,002096.sz,2015-04-09,强烈控盘,15.3,21.48,21.00,156349,34059,23.63,20.72,23.63,2,0.544
002097,山河智能,002097.sz,2015-04-09,强烈控盘,13.32,14.00,14.00,162178,22990,14.36,13.82,14.24,2,0.069
002098,浔兴股份,002098.sz,2015-04-09,强烈控盘,19.71,23.25,23.23,54823,13320,25.27,23.03,24.66,2,0.251
002099,海翔药业,002099.sz,2015-04-09,强烈控盘,15.33,17.31,17.06,272534,49195,18.69,16.90,18.36,2,0.198
002100,天康生物,002100.sz,2015-04-09,强烈控盘,14.43,16.76,16.78,82394,14272,17.50,16.78,17.26,2,0.196
002101,广东鸿图,002101.sz,2015-04-09,强烈控盘,23.26,26.69,26.66,51875,14272,28.10,26.62,27.29,2,0.173
002102,冠福股份,002102.sz,2015-04-09,强烈控盘,12,13.15,13.05,103236,13714,13.60,12.84,13.42,2,0.118
002103,广博股份,002103.sz,2015-04-09,强烈控盘,19.91,23.08,23.08,168054,40686,25.39,23.07,24.35,2,0.223
002104,恒宝股份,002104.sz,2015-03-27,强烈控盘,18.9,0,0,0,0,0,0,0,0,-1
002105,信隆实业,002105.sz,2015-04-09,强烈控盘,9.63,10.18,10.15,116479,11993,10.45,10.01,10.35,2,0.075
002106,莱宝高科,002106.sz,2015-04-03,强烈控盘,14.87,0,0,0,0,0,0,0,0,-1
002107,沃华医药,002107.sz,2015-04-09,强烈控盘,34.52,39.60,38.35,222791,86409,40.77,36.80,38.64,2,0.119
002108,沧州明珠,002108.sz,2015-04-09,强烈控盘,21.37,21.00,21.15,149941,32409,21.87,21.10,21.59,2,0.01
002109,兴化股份,002109.sz,2015-04-09,强烈控盘,7.45,8.58,8.50,125870,11045,8.90,8.40,8.86,2,0.189
002110,三钢闽光,002110.sz,2015-04-01,强烈控盘,6.72,0,0,0,0,0,0,0,0,-1
002111,威海广泰,002111.sz,2015-04-09,强烈控盘,19.63,21.61,21.65,63973,14057,22.17,21.48,22.00,2,0.121
002112,三变科技,002112.sz,2015-04-09,强烈控盘,12.99,14.65,14.60,80692,12013,15.07,14.45,14.80,2,0.139
002113,天润控股,002113.sz,2015-04-09,高度控盘,17.96,23.00,23.00,206443,49274,24.98,23.00,24.05,2,0.339
002114,罗平锌电,002114.sz,2015-03-18,强烈控盘,17.67,0,0,0,0,0,0,0,0,-1
002115,三维通信,002115.sz,2015-04-09,强烈控盘,12.69,13.75,13.75,249626,35491,14.65,13.58,14.54,2,0.146
002116,中国海诚,002116.sz,2015-04-09,强烈控盘,16.71,20.18,19.96,110947,24087,22.20,19.78,21.99,2,0.316
002117,东港股份,002117.sz,2015-04-09,强烈控盘,25.17,32.90,32.00,175368,59440,35.68,31.58,34.39,2,0.366
002118,紫鑫药业,002118.sz,2015-04-09,强烈控盘,17.19,18.56,18.35,258128,50756,20.42,18.25,20.42,2,0.188
002120,新海股份,002120.sz,2015-04-09,强烈控盘,18.3,21.19,21.18,45840,9793,21.75,20.50,21.36,2,0.167
002121,科陆电子,002121.sz,2015-04-09,强烈控盘,24.42,29.09,28.29,107275,31445,29.90,28.18,29.45,2,0.206
002122,天马股份,002122.sz,2015-04-09,高度控盘,8.93,10.96,10.88,613025,68901,11.49,10.72,11.43,2,0.28
002124,天邦股份,002124.sz,2015-04-09,强烈控盘,15.47,17.77,17.53,67458,12166,18.50,17.21,18.14,2,0.173
002125,湘潭电化,002125.sz,2015-03-25,强烈控盘,11.98,0,0,0,0,0,0,0,0,-1
002126,银轮股份,002126.sz,2015-04-09,强烈控盘,17.21,20.79,20.44,114365,23368,20.80,20.01,20.48,2,0.19
002128,露天煤业,002128.sz,2015-04-09,强烈控盘,10.08,12.37,12.37,292048,36915,12.81,12.23,12.74,2,0.264
002129,中环股份,002129.sz,2015-04-09,强烈控盘,27.15,38.60,38.60,167342,67667,41.50,38.11,41.35,2,0.523
002130,沃尔核材,002130.sz,2015-04-09,强烈控盘,17.23,19.30,18.50,503427,95191,19.33,18.40,18.87,2,0.095
002131,利欧股份,002131.sz,2015-02-12,高度控盘,24.84,0,0,0,0,0,0,0,0,-1
002132,恒星科技,002132.sz,2015-04-08,强烈控盘,9.1,0,0,0,0,0,0,0,0,-1
002133,广宇集团,002133.sz,2015-04-09,强烈控盘,6.82,8.71,8.44,314124,26717,8.64,8.30,8.55,2,0.254
002135,东南网架,002135.sz,2015-04-09,强烈控盘,7.78,10.82,10.64,306710,33277,11.39,10.40,11.02,2,0.416
002136,安 纳 达,002136.sz,2015-04-09,强烈控盘,12.68,13.88,13.90,112808,16329,14.84,13.70,14.70,2,0.159
002137,实 益 达,002137.sz,2015-03-19,强烈控盘,8.8,0,0,0,0,0,0,0,0,-1
002138,顺络电子,002138.sz,2015-04-09,强烈控盘,15.96,20.46,20.45,1098003,227587,21.45,20.01,20.68,2,0.296
002139,拓邦股份,002139.sz,2015-04-09,强烈控盘,20.29,21.40,21.38,90289,19670,22.08,21.10,21.74,2,0.071
002140,东华科技,002140.sz,2015-04-09,强烈控盘,20.2,22.23,22.20,89385,20117,22.86,22.03,22.74,2,0.126
002141,蓉胜超微,002141.sz,2015-04-09,强烈控盘,15.81,19.42,19.10,44870,8808,19.90,19.10,19.73,2,0.248
002142,宁波银行,002142.sz,2015-04-09,强烈控盘,16.51,19.44,19.32,1205231,236878,20.31,19.11,19.98,2,0.21
002143,印纪传媒,002143.sz,2015-04-09,强烈控盘,23.05,26.23,26.12,55074,14398,26.60,25.25,25.98,2,0.127
002144,宏达高科,002144.sz,2015-04-09,强烈控盘,25.59,29.76,29.80,101154,30613,30.75,29.60,30.37,2,0.187
002145,中核钛白,002145.sz,2015-04-09,强烈控盘,16.08,17.92,17.91,148296,27563,19.57,17.55,19.17,2,0.192
002146,荣盛发展,002146.sz,2015-04-09,强烈控盘,17.13,23.08,22.90,480971,111044,23.55,22.57,23.16,2,0.352
002147,方圆支承,002147.sz,2015-04-09,强烈控盘,11.62,12.55,12.55,70918,8975,12.85,12.23,12.69,2,0.092
002148,北纬通信,002148.sz,2015-04-09,强烈控盘,29.6,28.71,28.24,172754,50053,29.49,28.18,29.07,2,-0.018
002149,西部材料,002149.sz,2015-04-09,强烈控盘,19.68,20.89,20.92,42689,9099,21.66,20.57,21.43,2,0.089
002150,通润装备,002150.sz,2015-04-09,强烈控盘,11.77,13.24,13.25,51318,6927,13.71,13.25,13.59,2,0.155
002151,北斗星通,002151.sz,2015-04-09,强烈控盘,46.45,49.09,48.79,87695,43926,50.90,48.01,50.09,2,0.078
002153,石基信息,002153.sz,2015-04-09,高度控盘,92.79,117.99,116.49,48537,59483,128.88,115.00,126.20,2,0.36
002154,报 喜 鸟,002154.sz,2015-04-09,强烈控盘,13.93,16.80,16.87,370394,64319,18.17,16.51,18.15,2,0.303
002155,辰州矿业,002155.sz,2015-04-09,强烈控盘,11.13,11.98,11.92,395175,47737,12.22,11.81,12.21,2,0.097
002156,通富微电,002156.sz,2015-04-09,强烈控盘,10.88,13.50,13.46,163770,22720,14.25,13.31,13.99,2,0.286
002157,正邦科技,002157.sz,2015-04-09,强烈控盘,11.57,14.35,14.33,140021,20909,15.25,13.95,14.99,2,0.296
002158,汉钟精机,002158.sz,2015-04-09,强烈控盘,19.69,24.93,24.93,46209,11599,25.45,24.50,25.45,2,0.293
002159,三特索道,002159.sz,2015-01-14,微弱控盘,22.41,0,0,0,0,0,0,0,0,-1
002161,远 望 谷,002161.sz,2015-03-25,强烈控盘,12.79,0,0,0,0,0,0,0,0,-1
002162,斯米克,002162.sz,2015-04-09,强烈控盘,11.3,10.69,10.60,275922,30105,11.20,10.40,10.71,2,-0.052
002165,红 宝 丽,002165.sz,2015-04-09,强烈控盘,7.78,8.44,8.38,198542,17030,8.70,8.32,8.63,2,0.109
002166,莱茵生物,002166.sz,2015-04-09,强烈控盘,29.42,29.50,29.33,110615,33535,30.98,29.02,30.68,2,0.043
002167,东方锆业,002167.sz,2015-04-09,强烈控盘,17.5,17.46,17.39,186257,32855,17.76,17.25,17.68,2,0.01
002169,智光电气,002169.sz,2015-03-02,强烈控盘,12.77,0,0,0,0,0,0,0,0,-1
002170,芭田股份,002170.sz,2015-04-09,强烈控盘,13.18,14.43,14.50,270094,39984,15.11,14.20,15.00,2,0.138
002171,精诚铜业,002171.sz,2014-11-21,轻度控盘,12.41,0,0,0,0,0,0,0,0,-1
002172,澳洋科技,002172.sz,2015-04-09,强烈控盘,9.68,11.49,11.70,312170,37529,12.23,11.51,12.11,2,0.251
002173,千足珍珠,002173.sz,2014-11-28,轻度控盘,12.98,0,0,0,0,0,0,0,0,-1
002174,游族网络,002174.sz,2015-04-09,中度控盘,52.01,65.71,72.28,1466,1059,72.28,72.28,72.28,2,0.39
002175,广陆数测,002175.sz,2015-04-09,强烈控盘,49.73,84.60,82.50,33138,29460,92.59,82.50,90.50,2,0.82
002176,江特电机,002176.sz,2015-01-26,高度控盘,15.15,0,0,0,0,0,0,0,0,-1
002177,御银股份,002177.sz,2015-04-09,强烈控盘,12.67,13.83,13.83,679313,98746,14.99,13.65,14.84,2,0.171
002178,延华智能,002178.sz,2015-04-09,强烈控盘,17.36,24.70,23.40,648479,156571,25.19,23.10,23.86,2,0.374
002179,中航光电,002179.sz,2015-04-09,强烈控盘,27.78,34.45,34.78,84066,29788,36.15,34.47,35.50,2,0.278
002181,粤 传 媒,002181.sz,2015-04-09,强烈控盘,22.16,26.25,25.70,294098,76750,26.77,25.50,25.90,2,0.169
002182,云海金属,002182.sz,2015-04-09,强烈控盘,16.59,18.06,17.90,179981,32317,18.18,17.40,18.08,2,0.09
002183,怡 亚 通,002183.sz,2015-04-09,强烈控盘,28.72,35.82,35.98,331147,122180,37.50,35.82,36.40,2,0.267
002184,海得控制,002184.sz,2015-04-09,强烈控盘,31.3,35.64,38.19,85786,33444,39.20,38.19,39.20,2,0.252
002185,华天科技,002185.sz,2015-04-09,强烈控盘,16.12,17.88,17.89,178112,32655,18.67,17.70,18.55,2,0.151
002186,全 聚 德,002186.sz,2015-04-09,强烈控盘,20.5,23.58,23.60,88047,21886,25.58,23.58,25.27,2,0.233
002187,广百股份,002187.sz,2015-04-09,强烈控盘,13.05,15.81,15.70,55294,8938,16.39,15.66,16.34,2,0.252
002188,新 嘉 联,002188.sz,2014-12-26,微弱控盘,12.23,0,0,0,0,0,0,0,0,-1
002189,利达光电,002189.sz,2015-04-09,强烈控盘,29.87,37.35,36.90,139881,56635,41.09,35.40,41.09,2,0.376
002190,成飞集成,002190.sz,2015-04-09,强烈控盘,42.36,42.40,41.97,111208,47681,43.20,41.31,43.04,2,0.016
002191,劲嘉股份,002191.sz,2015-04-09,强烈控盘,18.63,24.02,24.99,447169,109976,25.09,24.02,24.75,2,0.329
002192,*ST路翔,002192.sz,2015-04-09,强烈控盘,24.46,28.09,28.90,22924,6724,29.49,28.75,29.49,2,0.206
002193,山东如意,002193.sz,2015-04-09,强烈控盘,13.91,15.59,15.50,92692,14916,16.30,15.40,16.19,2,0.164
002194,武汉凡谷,002194.sz,2015-04-09,强烈控盘,14.49,17.06,16.60,135201,22997,17.37,16.45,17.15,2,0.184
002195,二三四五,002195.sz,2015-04-09,强烈控盘,62.98,67.61,67.00,278653,182205,67.00,64.00,65.05,2,0.033
002196,方正电机,002196.sz,2015-03-13,强烈控盘,18.56,0,0,0,0,0,0,0,0,-1
002197,证通电子,002197.sz,2015-04-09,强烈控盘,28.2,30.75,30.62,82693,26017,32.32,30.15,31.86,2,0.13
002198,嘉应制药,002198.sz,2015-04-09,强烈控盘,10.96,11.47,11.36,193004,22467,11.85,11.26,11.78,2,0.075
002199,东晶电子,002199.sz,2015-04-09,强烈控盘,12.78,13.40,13.27,108378,14914,13.97,13.27,13.86,2,0.085
002200,云投生态,002200.sz,2015-04-09,强烈控盘,20.19,22.01,22.03,50174,11247,22.80,22.03,22.43,2,0.111
002201,九鼎新材,002201.sz,2015-04-09,强烈控盘,11.66,13.31,13.52,73002,9935,13.88,13.35,13.80,2,0.184
002202,金风科技,002202.sz,2015-04-09,强烈控盘,16.29,19.80,19.74,693877,137985,20.09,19.41,19.99,2,0.227
002203,海亮股份,002203.sz,2015-04-09,强烈控盘,8.38,10.89,10.89,241799,26567,11.11,10.71,11.04,2,0.317
002204,大连重工,002204.sz,2015-04-09,强烈控盘,13.71,14.64,14.57,229979,34179,15.02,14.40,14.89,2,0.086
002205,国统股份,002205.sz,2015-04-09,强烈控盘,21.37,22.43,22.35,62354,14197,23.15,22.10,22.90,2,0.072
002206,海 利 得,002206.sz,2015-04-09,强烈控盘,10.13,12.52,12.51,105989,13575,13.08,12.34,12.77,2,0.261
002207,准油股份,002207.sz,2015-04-09,强烈控盘,17.22,18.82,18.85,155942,29273,19.00,18.36,18.82,2,0.093
002208,合肥城建,002208.sz,2015-04-09,强烈控盘,14.8,17.45,17.48,108447,19425,18.29,17.48,17.95,2,0.213
002209,达 意 隆,002209.sz,2015-04-09,强烈控盘,12.88,13.50,13.45,66918,9356,14.27,13.42,14.17,2,0.1
